"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&queryText%3D.LB.cloud+robotics.RB.+and+.LB.cloud+computing.RB.",2017/05/03 14:24:04
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Agent Relation Charts (ARCs) for Modeling Cloud Based Transactions","V. Nagrath; F. Meriaudeau; A. S. Malik; O. Morel","Lab. Le2i, IUT, Le Creusot, France","2012 International Conference on Communication Systems and Network Technologies","20120517","2012","","","704","709","Software development is the most central challenge in present day robot system development. This challenge is even more demanding in multi robot systems interacting via one or many connectivity clouds. There is a demand for an overall improvement in the way the robotic software development is done today. This demand is even more critical for cloud based multi robot systems. This article describes multi-view agent relation charts which are modeling and specification tools for software development in cloud connected multi agent systems. ARCs are part of a more elaborate model driven approach for cloud connected agents currently being developed by the authors. The model is being built with a focus on the way human transactions takes place. This article also discusses implementational compatibility of ARCs with object oriented programming methodology.","","Electronic:978-0-7695-4692-6; POD:978-1-4673-1538-8","10.1109/CSNT.2012.156","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6200718","Cloud Computing;Cloud Robotics;Model-Driven Engineering;Robotic Software","Computational modeling;Humans;Object oriented modeling;Service robots;Software;Unified modeling language","cloud computing;mobile robots;multi-agent systems;multi-robot systems;object-oriented programming;robot programming;software engineering;transaction processing","ARC;agent relation charts;cloud connected agents;cloud connected multiagent systems;cloud-based multirobot systems;cloud-based transactions modelling;connectivity clouds;human transactions;multiview agent relation charts;object-oriented programming methodology;robot system development;robotic software development;specification tools","","3","","16","","","11-13 May 2012","","IEEE","IEEE Conference Publications"
"Cloud networked robotics","K. Kamei; S. Nishio; N. Hagita; M. Sato","","IEEE Network","20120517","2012","26","3","28","34","This article proposes a new field of research called Cloud Networked Robotics, which tackles the issues for supporting daily activity, especially for the elderly and the disabled, throughout various locations in a continuously and seamless manner by abstracting robotic devices and providing a means for utilizing them as a cloud of robots. With recent advances in robotic development environments and in integrated multi-robot systems, robots are acquiring richer functionalities and robotic systems are becoming much easier to develop. However, such stand-alone robotic services are not enough for continuously and seamlessly supporting daily activity. We examine the requirements in typical daily supporting services through example scenarios that target senior citizens and the disabled. Based on these requirements, we discuss the key research issues in cloud network robotics. As a case study, a field experiment in a shopping mall shows how our proposed prototype infrastructure of cloud networked robotics enables multi-location robotic services for life support.","0890-8044;08908044","","10.1109/MNET.2012.6201213","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6201213","Cloud networked robotics","Cloud computing;Mobile robots;Multirobot systems;Networked control systems;Robot kinematics;Service robots","cloud computing;multi-robot systems;service robots","abstracting robotic device;cloud networked robotics;daily activity;integrated multirobot system;life support;multilocation robotic services;robotic development environment;robotic system;robots;stand-alone robotic services","","50","2","15","","","May-June 2012","","IEEE","IEEE Journals & Magazines"
"Development of a physical therapy robot for rehabilitation databases","T. Yokoo; M. Yamada; S. Sakaino; S. Abe; T. Tsuji","Graduate School of Science and Engineering, Saitama University, Saitama, Japan","2012 12th IEEE International Workshop on Advanced Motion Control (AMC)","20120510","2012","","","1","6","With increasing demands for rehabilitation, the need for physical therapy robots is also increasing. This paper proposes the construction of a rehabilitation database inspired with medical cloud technologies. We discuss the possibility of establishing a new validation methodology by generating a database based on the data collected using rehabilitation equipment. In this research, data was obtained by rehabilitation equipment and statistical processing was applied to the data to investigate an example of a validation method. The experimental results suggest that improvement of tracking property of subjects is much larger than improvement of maneuverability.","1943-6572;19436572","Electronic:978-1-4577-1073-5; POD:978-1-4577-1072-8; USB:978-1-4577-1071-1","10.1109/AMC.2012.6197123","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6197123","bi-articular muscle;movement therapy;physical therapy robot;pneumatic artificial muscle","Databases;Force;Medical treatment;Muscles;Pneumatic systems;Robot sensing systems","cloud computing;control engineering computing;database management systems;medical computing;medical robotics;statistical analysis","medical cloud technologies;physical therapy robot development;rehabilitation database;rehabilitation databases;rehabilitation equipment;statistical processing","","10","","17","","","25-27 March 2012","","IEEE","IEEE Conference Publications"
"Probabilistic intuitionistic fuzzy rule based controller","M. Agarwal; K. K. Biswas; M. Hanmandlu","Indian Institute of Technology, New Delhi, India","The 5th International Conference on Automation, Robotics and Applications","20120202","2011","","","214","219","This paper explores the connections between intuitionistic fuzzy logic and probability to discover the potential of the combination of these two forms of uncertainty in modeling of the real world events. We have defined intuitionistic fuzzy set on probabilistic spaces and discussed its links with evidence theory. The notion of probabilistic intuitionistic fuzzy rule is also introduced. An approach is devised to compute the net conditional possibility for such rules that can form the basis to extend the existing fuzzy models. The proposed approach is illustrated through a case-study.","","Electronic:978-1-4577-0330-0; POD:978-1-4577-0329-4","10.1109/ICARA.2011.6144884","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6144884","decision making;fuzzy rules;inuitionisitc;possibility;probabilistic;probability","Clouds;Fuzzy logic;Fuzzy sets;Probabilistic logic;Rain;Uncertainty;Valves","fuzzy control;fuzzy set theory;probabilistic logic;probability","conditional possibility;evidence theory;intuitionistic fuzzy set;probabilistic intuitionistic fuzzy rule based controller;probabilistic spaces;probability","","0","","24","","","6-8 Dec. 2011","","IEEE","IEEE Conference Publications"
"Ozone monitoring instrument aerosol products: Algorithm modeling and validation with ground based measurements over Europe","A. Ali; S. E. Amin; H. H. Ramadan; M. F. Tolba","Scientific Computing Department, Faculty of Computer and Information Systems, Ain shams University, Cairo, Egypt","The 2011 International Conference on Computer Engineering & Systems","20120130","2011","","","181","186","Airborne sun photometer measurements are used to evaluate retrievals of extinction Aerosol Optical Depth (AOD). These data are extracted from spatially coincident and temporally near coincident measurements by the Ozone Monitoring Instrument (OMI) aboard the Aura satellite during 2005. OMI measured Top Of Atmosphere (TOA) reflectances are routinely inverted to yield aerosol products such as AOD using two different retrieval techniques: a near-Ultraviolet (UV) and a multi-wavelength technique. In this work, we study the application of the two AOD modeling techniques retrieved by OMI comparing to AOD captured at several locations containing sites of the Aerosol Robotic Network (AERONET). The comparison result shows that, just over Europe, OMI aerosol optical depths are better retrieved in the multi-wavelength retrieval than in the near UV. Correlations have been improved by applying a simple criterion to avoid scenes probably contaminated by thin clouds, and surface scattering.","","Electronic:978-1-4577-0128-3; POD:978-1-4577-0127-6","10.1109/ICCES.2011.6141038","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6141038","Aerosol;Aerosol optical depth modeling;OMI;sun photometer measurements","Aerosols;Atmospheric measurements;Atmospheric modeling;Land surface;Optical reflection;Optical variables measurement;Size measurement","aerosols;air pollution measurement;optical variables measurement;ozone;photometers","Aura satellite;Europe;aerosol optical depth retrieval;aerosol product;aerosol robotic network;airborne sun photometer measurement;ground based measurement;multiwavelength retrieval technique;near-ultraviolet retrieval technique;ozone monitoring instrument;top-of-atmosphere reflectance","","2","","25","","","Nov. 29 2011-Dec. 1 2011","","IEEE","IEEE Conference Publications"
"Behavior statistics and social network analysis of online Go game players","S. Zhang; Z. Song; Z. Liang","Wireless Information Network LAB., Dept. of EEIS, USTC, Hefei, Anhui, China 230027","2011 International Conference on Cloud and Service Computing","20120126","2011","","","77","82","The statistics and principle of human behavior are of great importance in interpreting the origin and formation of human behavior in many scopes including economics, sociology, biology and engineering systems. As a basic step toward the understanding of Go Players' behavior, we investigate several statistical properties, including the distribution of total game number in different time scale, the match intensity in one day and the lifetime distribution of typical online users, based on large amount of Go game data from amateur online Go platform. In addition, the social network analysis verifies that the degree distribution of such network users also follows power-law principle although its slope is much smaller than reported network data set. Our findings and analysis reveals some fundamental features for online game players, which should be vital for understanding the human dynamics in other fields.","","Electronic:978-1-4577-1637-9; POD:978-1-4577-1635-5","10.1109/CSC.2011.6138556","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6138556","","Adaptation models;Base stations;Electronic mail;Games;Green products;Humans;Social network services","Internet;behavioural sciences computing;computer games;social networking (online);statistical analysis","Go game data;behavior statistics;human behavior;online Go game players;social network analysis;statistical properties","","0","","16","","","12-14 Dec. 2011","","IEEE","IEEE Conference Publications"
"Corrective Gradient Refinement for mobile robot localization","J. Biswas; B. Coltin; M. Veloso","The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA 15213, USA","2011 IEEE/RSJ International Conference on Intelligent Robots and Systems","20111205","2011","","","73","78","Particle filters for mobile robot localization must balance computational requirements and accuracy of localization. Increasing the number of particles in a particle filter improves accuracy, but also increases the computational requirements. Hence, we investigate a different paradigm to better utilize particles than to increase their numbers. To this end, we introduce the Corrective Gradient Refinement (CGR) algorithm that uses the state space gradients of the observation model to improve accuracy while maintaining low computational requirements. We develop an observation model for mobile robot localization using point cloud sensors (LIDAR and depth cameras) with vector maps. This observation model is then used to analytically compute the state space gradients necessary for CGR. We show experimentally that the resulting complete localization algorithm is more accurate than the Sampling/Importance Resampling Monte Carlo Localization algorithm, while requiring fewer particles.","2153-0858;21530858","DVD:978-1-61284-455-8; Electronic:978-1-61284-456-5; POD:978-1-61284-454-1","10.1109/IROS.2011.6094625","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6094625","","Accuracy;Computational modeling;Proposals;Robots;Sensors;Three dimensional displays;Vectors","Monte Carlo methods;cameras;gradient methods;mobile robots;optical radar;state-space methods","LIDAR;corrective gradient refinement algorithm;depth cameras;importance resampling Monte Carlo localization algorithm;low computational requirements;mobile robot localization;observation model;particle filters;point cloud sensors;state space gradients","","10","","15","","","25-30 Sept. 2011","","IEEE","IEEE Conference Publications"
"Haptic object recognition using statistical point cloud features","N. Gorges; S. E. Navarro; H. Wörn","Institute for Process Control and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany","2011 15th International Conference on Advanced Robotics (ICAR)","20111201","2011","","","15","20","This work presents a point cloud approach for haptic object recognition with an anthropomorphic robot hand. It introduces several statistical point cloud features to provide robust descriptions of objects. It addresses the domain specific problems of sparsely populated and distorted point clouds that result from the direct interaction with the object. Also the contact normals registered during exploration - a natural byproduct - are taken into account for computing some of these features.","","Electronic:978-1-4577-1159-6; POD:978-1-4577-1158-9","10.1109/ICAR.2011.6088637","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6088637","","Haptic interfaces;Histograms;Shape;Tactile sensors;Vectors","computational geometry;haptic interfaces;manipulators;object recognition;statistical analysis","anthropomorphic robot hand;contact normals;distorted point clouds;haptic object recognition;natural byproduct;point cloud approach;robust object descriptions;sparsely populated point clouds;statistical point cloud features","","5","","16","","","20-23 June 2011","","IEEE","IEEE Conference Publications"
"Creating household environment map for environment manipulation using color range sensors on environment and robot","Y. Kakiuchi; R. Ueda; K. Okada; M. Inaba","Graduate School of Information Science and Technology The University of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, 113-8656, Japan","2011 IEEE International Conference on Robotics and Automation","20110818","2011","","","305","310","A humanoid robot working in a household environment with people needs to localize and continuously update the locations of obstacles and manipulable objects. Achieving such system, requires strong perception method to efficiently update the frequently changing environment. We propose a method for mapping a household environment using multiple stereo and depth cameras located on the humanoid head and the environment. The method relies on colored 3D point cloud data computed from the sensors. We achieve robot localization by matching the point clouds from the robot sensor data directly with the environment sensor data. Object detection is performed using Iterative Closest Point (ICP) with a database of known point cloud models. In order to guarantee accurate object detection results, objects are only detected within the robot sensor data. Furthermore, we utilize the environment sensor data to map out of the obstacles as bounding convex hulls. We show experimental results creating a household environment map with known object labels and estimate the robot position in this map.","1050-4729;10504729","DVD:978-1-61284-380-3; Electronic:978-1-61284-385-8; POD:978-1-61284-386-5","10.1109/ICRA.2011.5980522","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980522","","Humanoid robots;Image color analysis;Object detection;Robot sensing systems;Three dimensional displays","SLAM (robots);cameras;collision avoidance;humanoid robots;image colour analysis;image matching;iterative methods;object detection;robot vision;sensors;stereo image processing;visual perception","color range sensors;colored 3D point cloud data;depth cameras;environment manipulation;household environment sensor data;humanoid head;humanoid robot;iterative closest point;object detection;point cloud matching;robot localization;robot position estimation;robot sensor data;stereo cameras","","4","2","13","","","9-13 May 2011","","IEEE","IEEE Conference Publications"
"Visual SLAM for autonomous ground vehicles","H. Lategahn; A. Geiger; B. Kitt","Department of Measurement and Control, Karlsruhe Institute of Technology, 76131, Germany","2011 IEEE International Conference on Robotics and Automation","20110818","2011","","","1732","1737","Simultaneous Localization and Mapping (SLAM) and Visual SLAM (V-SLAM) in particular have been an active area of research lately. In V-SLAM the main focus is most often laid on the localization part of the problem allowing for a drift free motion estimate. To this end, a sparse set of landmarks is tracked and their position is estimated. However, this set of landmarks (rendering the map) is often too sparse for tasks in autonomous driving such as navigation, path planning, obstacle avoidance etc. Some methods keep the raw measurements for past robot poses to address the sparsity problem often resulting in a pose only SLAM akin to laser scanner SLAM. For the stereo case, this is however impractical due to the high noise of stereo reconstructed point clouds. In this paper we propose a dense stereo V-SLAM algorithm that estimates a dense 3D map representation which is more accurate than raw stereo measurements. Thereto, we run a sparse V SLAM system, take the resulting pose estimates to compute a locally dense representation from dense stereo correspondences. This dense representation is expressed in local coordinate systems which are tracked as part of the SLAM estimate. This allows the dense part to be continuously updated. Our system is driven by visual odometry priors to achieve high robustness when tracking landmarks. Moreover, the sparse part of the SLAM system uses recently published sub mapping techniques to achieve constant runtime complexity most of the time. The improved accuracy over raw stereo measurements is shown in a Monte Carlo simulation. Finally, we demonstrate the feasibility of our method by presenting outdoor experiments of a car like robot.","1050-4729;10504729","DVD:978-1-61284-380-3; Electronic:978-1-61284-385-8; POD:978-1-61284-386-5","10.1109/ICRA.2011.5979711","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5979711","","Accuracy;Cameras;Image reconstruction;Kalman filters;Simultaneous localization and mapping;Visualization","Monte Carlo methods;SLAM (robots);collision avoidance;image reconstruction;image representation;mobile robots;motion estimation;navigation;object tracking;pose estimation;road vehicles;robot vision;stereo image processing","Monte Carlo simulation;autonomous driving;autonomous ground vehicles;car like robot;dense 3D map representation;drift free motion estimate;landmark tracking;local coordinate system;navigation;obstacle avoidance;path planning;pose estimate;position estimation;robot pose;runtime complexity;simultaneous localization and mapping;sparsity problem;stereo reconstructed point clouds;submapping technique;visual SLAM;visual odometry","","29","3","32","","","9-13 May 2011","","IEEE","IEEE Conference Publications"
"Feature based SLAM using laser sensor data with maximized information usage","M. Liu; S. Huang; G. Dissanayake","ARC Centre of Excellence for Autonomous Systems, Faculty of Engineering and Information Technology, University of Technology, Sydney. NSW 2007, Australia","2011 IEEE International Conference on Robotics and Automation","20110818","2011","","","1811","1816","This paper formulates the SLAM problem using 2D laser data as an optimization problem. The environment is modeled as a set of curves and the variables of the optimization problem are the robot poses as well as the parameters describing the curves. There are two key differences between this SLAM formulation and existing SLAM methods. First, the environment is represented by continuous curves instead of point clouds or occupancy grids. Second, all the laser readings, including laser beams which returns its maximum range value, have been included in the objective function. As the objective function to be optimized contains discontinuities, it can not be solved by standard gradient based approaches and thus a Genetic Algorithm (GA) based method is applied. Matching of laser scans acquired from relatively far apart robot poses is achieved by applying GA on top of the Iterative closest point (ICP) algorithm. The new SLAM formulation and the use of a global optimization algorithm successfully avoid the convergence to local minimum for both the scan matching and the SLAM problem. Both simulated and experimental data are used to demonstrate the effectiveness of the proposed techniques.","1050-4729;10504729","DVD:978-1-61284-380-3; Electronic:978-1-61284-385-8; POD:978-1-61284-386-5","10.1109/ICRA.2011.5980504","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980504","","Genetic algorithms;Iterative closest point algorithm;Lasers;Optimization;Simultaneous localization and mapping","SLAM (robots);convergence of numerical methods;genetic algorithms;grid computing;iterative methods;laser beam applications;mobile robots","feature based SLAM;genetic algorithm based method;gradient based approach;iterative closest point algorithm;laser beam;laser reading;laser sensor data;occupancy grid;optimization problem","","7","","18","","","9-13 May 2011","","IEEE","IEEE Conference Publications"
"Influence of contact types and uncertainties in the computation of Independent Contact Regions","M. A. Roa; R. Suárez","Institute of Robotics and Mechatronics, German Aerospace Center (DLR e.V.), Wessling, Germany","2011 IEEE International Conference on Robotics and Automation","20110818","2011","","","3317","3323","Independent Contact Regions provide robustness in front of finger positioning errors during an object grasping. However, different sources of uncertainty may be present like, for instance, the friction model used in grasp planning, indetermination of the friction coefficients, and errors in the model of the object that affect the positions of the boundary points as well as the direction normal to the object surface. These sources have not been previously considered in the computation of the Independent Contact Regions. This paper discusses how to take into account these factors when computing the Independent Contact Regions for discretized objects, i.e. objects described with a cloud or a mesh of points. The considerations provided allow a more robust result for application in grasp synthesis and regrasp planning.","1050-4729;10504729","DVD:978-1-61284-380-3; Electronic:978-1-61284-385-8; POD:978-1-61284-386-5","10.1109/ICRA.2011.5980334","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980334","","Computational modeling;Force;Friction;Grasping;Planning;Three dimensional displays;Uncertainty","dexterous manipulators;friction;grippers;mechanical contact;position control","boundary point position;finger positioning error;friction coefficients;friction model;grasp planning;grasp synthesis;independent contact region computation uncertainties;object grasping;regrasp planning","","8","","22","","","9-13 May 2011","","IEEE","IEEE Conference Publications"
"Authoring tool for robotic puppet play","K. S. Hwang; T. L. Kuo","National Chung Cheng University, Department of Electrical Engineering, Chiayi, Taiwan","Proceedings 2011 International Conference on System Science and Engineering","20110725","2011","","","574","577","Due to rapid development of robotic technology, service robots for daily life will be a picture at a modern home in near future; therefore, how to make robotic devices more autonomous and secure, i.e., working restrictedly under commands becomes an urgent need. Humanoid robots exiting in a digital home for daily chores or entertainment is a good way of promoting robots. The objective of this work aims at applying a modularized platform to embody intelligence capability for robotic puppets.","2325-0909;23250909","Electronic:978-1-61284-471-8; POD:978-1-61284-351-3; USB:978-1-61284-472-5","10.1109/ICSSE.2011.5961968","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5961968","XML-based;body language;cloud computing;digital home;intelligent device","Cloud computing;Computer architecture;Hardware;Operating systems;Robots","entertainment;home automation;humanoid robots;service robots;software tools","authoring tool;digital home;entertainment;humanoid robots;robotic devices;robotic puppet play;service robots","","0","","6","","","8-10 June 2011","","IEEE","IEEE Conference Publications"
"Surgical instrument recognition and calibration for optical tracking system","B. Sun; L. Liu; C. Hu; M. Q. H. Meng","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China","2010 IEEE International Conference on Robotics and Biomimetics","20110303","2010","","","1376","1381","Computer aided surgery (CAS) often involves the use of instrument, implants and other interactive device whose pose is tracked in real time so as to provide navigated positioning of the instrument to guide the surgeon carrying out the operation. The infrared tracking system has been proved to be a valuable alternative to tracking system based on other technologies, such as magnetic, acoustic, gyroscopic and mechanical due to its precision and robustness. Often, markers attached to instruments for infrared tracking system are spherical and therefore not distinguishable, making identification targets from the points cloud necessary. Owing to the wear, tear or damage of the instrument in service, the relative position between the work point and the markers on instruments will change, which makes the instrument calibration before the application obbligato. This paper presents the effective algorithms for detecting the targets from the reconstructed 3D point cloud and estimating the relative position of work point to markers placed on the instrument. Both of them are essential in the procedure of pose estimation of surgical instrument.","","Electronic:978-1-4244-9318-0; POD:978-1-4244-9319-7","10.1109/ROBIO.2010.5723530","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5723530","Infrared cameras;Model fitting;Model-based optical tracking;Rigid body;Surgical instrument calibration","Calibration;Data models;Instruments;Mathematical model;Surgery;Target tracking;Three dimensional displays","calibration;interactive devices;medical computing;object recognition;optical tracking;pose estimation;solid modelling;surgery","3D point cloud reconstruction;computer aided surgery;infrared tracking system;instrument calibration;interactive device;navigated positioning system;optical tracking system;pose estimation;surgical instrument recognition","","0","","5","","","14-18 Dec. 2010","","IEEE","IEEE Conference Publications"
"A unified 2D-3D video scene change detection framework for mobile camera platforms","W. S. Leoputra; T. Tan; S. Venkatesh","Department of Computing, Curtin University of Technology, Perth, Australia","2010 11th International Conference on Control Automation Robotics & Vision","20110204","2010","","","2147","2153","In this paper, we present a novel scene change detection algorithm for mobile camera platforms. Our approach integrates sparse 3D scene background modelling and dense 2D image background modelling into a unified framework. The 3D scene background modelling identifies inconsistent clusters over time in a set of 3D cloud points as the scene changes. The 2D image background modelling further confirms the scene changes by finding inconsistent appearances in a set of aligned images using the classical MRF background subtraction technique. We evaluate the performance of our proposed system on a number of challenging video datasets obtained from a camera placed on a moving vehicle and the experiments show that our proposed method outperforms previous works in scene change detection, which suggested the feasibility of our approach.","","Electronic:978-1-4244-7815-6; POD:978-1-4244-7814-9","10.1109/ICARCV.2010.5707222","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5707222","3D and 2D background modelling;Scene change detection;moving images","Cameras;Clustering algorithms;Feature extraction;Lighting;Noise;Pixel;Three dimensional displays","mobile handsets;video signal processing","2D image background modeling;3D cloud points;MRF background subtraction technique;mobile camera platforms;unified 2D-3D video scene change detection framework;video datasets","","0","","23","","","7-10 Dec. 2010","","IEEE","IEEE Conference Publications"
"Probabilistic representation of 3D object shape by in-hand exploration","D. R. Faria; R. Martins; J. Lobo; J. Dias","Institute of Systems and Robotics, DEEC, University of Coimbra, Polo II, 3030-290, Portugal","2010 IEEE/RSJ International Conference on Intelligent Robots and Systems","20101203","2010","","","1560","1565","This work presents a representation of 3D object shape using a probabilistic volumetric map derived from in-hand exploration. The exploratory procedure is based on contour following through the fingertip movements on the object surface. We first consider the simple case of having single hand exploration of a static object. The cumulative pose data provides a 3D point cloud that is quantized to the probabilistic volumetric map. For each voxel we have a probability distribution for the occupancy percentage. This is then extended to in-hand exploration of non-static objects. Since the object is moving during the in-hand exploration, and we also consider the use of the other hand for re-grasping, object pose has to be tracked. By keeping track of object motion we can register data to the initial pose to build a consistent object representation. An object centered representation is implemented using the computed object center of mass to define its frame of reference. Results are presented for in-hand exploration of both static and non-static objects that show that valid models can be obtained. The 3D object probabilistic representation can be used in several applications related with grasp generation tasks.","2153-0858;21530858","DVD:978-1-4244-6675-7; Electronic:978-1-4244-6676-4; POD:978-1-4244-6674-0","10.1109/IROS.2010.5649286","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5649286","","","dexterous manipulators;image representation;object tracking;shape recognition;solid modelling;statistical distributions","3D object shape representation;in-hand exploration;probabilistic volumetric map;probability distribution","","8","","18","","","18-22 Oct. 2010","","IEEE","IEEE Conference Publications"
"Comparative study on the use of network services in robotic work-cells","G. Veiga; P. Malaca; J. N. Pires","Mechanical Engineering Department, Faculty of Science and Technology, University of Coimbra, Portugal","2010 International Conference on Information, Networking and Automation (ICINA)","20101115","2010","1","","V1-137","V1-141","The vertical integration of the manufacturing equipments within the information infrastructure of companies is a growing demand. The use of service-oriented standard interfaces and the upcoming trend of cloud computing technologies both deserve careful attention. This paper makes a comparison of remote database access times made through service-oriented interfaces, both for a cloud computing solution and for a local server data base. The results are analyzed not only in terms of the interface used (REST or SOAP) but also within the context of a laboratorial industrial robot work-cell evaluating the effective impact of these results when compared with other automation operations.","2162-5476;21625476","Electronic:978-1-4244-8106-4; POD:978-1-4244-8104-0","10.1109/ICINA.2010.5636419","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5636419","Cloud computing;Industrial robotics;Manufacturing automation software;Service Oriented architectures","IP networks;Laboratories;Silicon;Simple object access protocol","Internet;factory automation;industrial robots;information retrieval;software architecture","cloud computing technology;information infrastructure;laboratorial industrial robot workcell;local server data base;manufacturing equipment;network service;remote database access;service oriented standard interface;vertical integration","","0","","15","","","18-19 Oct. 2010","","IEEE","IEEE Conference Publications"
"Probabilistic representation of the uncertainty of stereo-vision and application to obstacle detection","M. Perrollaz; A. Spalanzani; D. Aubert","INRIA Grenoble, France","2010 IEEE Intelligent Vehicles Symposium","20100816","2010","","","313","318","Stereo-vision is extensively used for intelligent vehicles, mainly for obstacle detection, as it provides a large amount of data. Many authors use it as a classical 3D sensor which provides a large tri-dimensional cloud of metric measurements, and apply methods usually designed for other sensors, such as clustering based on a distance. For stereo-vision, the measurement uncertainty is related to the range. For medium to long range, often necessary in the field of intelligent vehicles, this uncertainty has a significant impact, limiting the use of this kind of approaches. On the other hand, some authors consider stereo-vision more like a vision sensor and choose to directly work in the disparity space. This provides the ability to exploit the connectivity of the measurements, but roughly takes into consideration the actual size of the objects. In this paper, we propose a probabilistic representation of the specific uncertainty for stereo-vision, which takes advantage of both aspects - distance and disparity. The model is presented and then applied to obstacle detection, using the occupancy grid framework. For this purpose, a computationally-efficient implementation based on the u-disparity approach is given.","1931-0587;19310587","Electronic:978-1-4244-7868-2; POD:978-1-4244-7866-8","10.1109/IVS.2010.5548010","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5548010","","Cameras;Clouds;Clustering algorithms;Grid computing;Intelligent sensors;Intelligent vehicles;Measurement uncertainty;Sensor phenomena and characterization;Sensor systems;Vehicle detection","image sensors;mobile robots;probability;robot vision;stereo image processing","classical 3D sensor;intelligent vehicles;measurement uncertainty;mobile robotics;obstacle detection;probabilistic representation;stereo-vision;u-disparity approach;vision sensor","","16","","19","","","21-24 June 2010","","IEEE","IEEE Conference Publications"
"Visual odometer system to build feature based maps for mobile robot navigation","A. L. Majdik; L. Tamas; M. Popa; I. Szoke; G. Lazea","Robotic Research Group, Technical University Cluj-Napoca, Romania, PC 400609","Control & Automation (MED), 2010 18th Mediterranean Conference on","20100812","2010","","","1200","1205","This paper presents a visual odometer system for mobile robot position correction. The developed algorithm detects the same Speeded Up Robust Features (SURF) on the stereo pair images to obtain three dimensional point clouds at every robot location. The algorithm tracks the displacement of the identical features viewed from different positions to compute the robots positions. The displacements between the point clouds are computed with the use of the Iterative Closest Point (ICP) algorithm. The ICP is used also to register the landmarks in the feature based map of the entire environment. The results of an indoor office environment experiments are shown.","","Electronic:978-1-4244-8092-0; POD:978-1-4244-8091-3","10.1109/MED.2010.5547630","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5547630","","Clouds;Feature extraction;Iterative closest point algorithm;Mobile robots;Robot kinematics;Visualization","distance measurement;iterative methods;mobile robots;path planning;robot vision;stereo image processing","feature based maps;iterative closest point algorithm;mobile robot navigation;mobile robot position correction;robot location;speeded up robust features;stereo pair images;visual odometer system","","0","","13","","","23-25 June 2010","","IEEE","IEEE Conference Publications"
"Integrating the concept of reverse engineering in medical applications","R. Racasan; D. Popescu; C. Neamtu; M. Dragomir","Technical University of Cluj Napoca","2010 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)","20100723","2010","2","","1","5","Reverse engineering is a widespread concept used in industrial applications worldwide. It involves obtaining the geometric CAD model from 3D point clouds acquired by scanning existing parts or products. Applying the concept in medical applications requires specialized competences both in the field of health and medicine as well as in CAE (Computer Aided Engineering). Most uses of reverse engineering in medicine have been focused on developing applications around in vitro and in vivo case studies. This paper presents an algorithm for implementing the reverse engineering concept for applications in the medical field. The steps required for developing reverse engineering applications in the medical field are presented alongside case studies conducted by the authors. The studies are focused on showcasing various applications as well as other possible developments in the field of health and medicine regarding in vitro applications.","","Electronic:978-1-4244-6725-9; POD:978-1-4244-6724-2","10.1109/AQTR.2010.5520710","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5520710","","Application software;Biomedical equipment;Clouds;Design automation;In vitro;In vivo;Medical services;Physics computing;Reverse engineering;Shape","","","","3","","6","","","28-30 May 2010","","IEEE","IEEE Conference Publications"
