"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7492744,7279535,7129299,7101633,7097194,6840196,6256260,6225359,6215759,6129046,5653660,5570010,5509469,7877182,7841487,7832130,7828856,7818728,7813429,7403967,7815054,7808098,7750610,7784040,7764391,7744365,7583017,7578487,7467436,7560952,7556193,7482658,7495388,7486690,7434427,7390563,7371633,7373467,7340044,7329648,7301653,7294140,7279524,7279332,7271354,7244585,7208265,7161824,7161832,7159519,7151907,7151926,7124626,7111555,7102233,7090603,7052418,7006734,7058453,7020689,6996193,6924484,6913971,6907395,6848746,6840176,6803195,6719704,6705424,6669006,6492470,6488073,6481240,6480950,6413563,6392580,6389225,6339517,6145653,6257116,6224781,6176587,6177109,6114210,5741377,5636419,4732159,7583767,7057679,6957144,7804511,7764361,7757056,7601521,7583061,7582638,7560551,7560548,7519559,7456674,7401457,7377858,7282220,7261090,7238032,7208269,7086960,7086812,7045288,7044997,7016584,7013196,6998774,6913248,6914128,6909338,6878716,6867530,6802619,6742803,6724113,6705163,6690826,6642919,6633897,6272891,6261018,6249901,6249904,6245736,6173511,6137532,6120137,6083632,6031169,5967459,5719709,5491203,5286166,5195324,7892444,7890304,7889324,7889276,7881799,7880361,7881389,7876208,7546861,7501894,7867355,7868326,7868328,7866470,7858534,7849551,7849385,7844811,7845277,7848020,7844021,7847108,7832061,7830719,7832872,7819179,7813213,7816822,7816824,7802515,7798591,7798592,7800001,7801596,7780259,7795399,7793638,7793378,7792930,7790233,7790261,7790235,7790237,7790303,7790231,7790228,7784091,7777909,7776604,7776602,7774942,7776601,7774703,7776598,7776606,7776599,7757096,7757139,7757076,7757142,7763386,7757067,7759816,7759183,7760742,7761098,7759337,7755422,7743442,7746367,7745147,7737546,7733661,7734049,7731693,7725000,7718216,7592093,7582999,7579767,7580812,7575205,7575289,7575839,7573157,7568961,7350228,7561390,7562713,7558510,7557399,7551588,7549316,7548853,7550873,7548876,7551610,7552183,7545305,7545923,7545898,7545916,7542934,7537067,7536499,7538313,7529525,7529965,7530061,7529571,7521103,7523582,7519246,7516385,7516130,7508099,7502559,7498096,7496175,7497838,7214266,7487749,7487342,7487738,7484196,7474725,7473389,7470948,7165664,7462548,7454548,7451838,7447641,7441027,7432173,7427867,7423023,7423280,7424204,7424450,7418771,7413855,7418809,7404662,7402311,7402060,7399162,7396543,7398709,7391355,7384376,7382326,7378609,7380576,7372682,7366942,7371481,7373215,7371523,7371478,7371488,7371474,7367414,7366831,7363582,7365005,7354019,7354021,7354254,7354250,7354018,7271006,7342621,7345390,7342639,7333648,7329755,7330665,7325398,7325508,7314695,7310768,7307789,7301582,7298019,7298089,7295892,7281991,7279523,7284031,7277244,7273442,7251449,7248088,7231008,7226703,7219724,7224817,7226691,7225615,7219710,7226690,7218570,7214136,7210475,7210423,7196507,7193238,7175757,7175773,7175819,7175744,7169853,7166057,7166229,7163769,7159512,7160575,7150798,7148524,7129438,7124783,7127391,7116844,7113473,7114484,7107254,7096181,7090590,7092923,7083971,7087296,7079270,7015601,7057681,6853392,7055942,7060735,7014315,7073411,7065585,7065042,7062509,7059670,7060081,7057438,7053321,7051787,7048870,7045722,7044989,7044103,7042718,7037737,7037233,7037232,7033055,7034802,7030597,7031107,7028032,7028182,7027599,7026289,7024620,7018606,7019292,7017644,7015925,7005212,7002408,6997572,6994118,6981542,6976251,6973743,6972553,6973655,6969503,6973581,6973810,6973616,6968367,6966964,6955306,6949344,6945686,6942764,6933461,6927661,6921886,6917443,6918175,6914691,6907211,6910516,6907157,6907168,6903144,6876953,6869142,6869141,6868422,6867562,6857834,6847831,6846922,6842275,6837656,6834956,6830910,6829985,6824650,6825021,6822423,6803166,6803127,6798870,6776008,6766552,6758591,6755280,6756054,6756877,6740256,6645373,6726227,6726744,6728883,6722575,6724524,6719282,6716400,6701466,6705399,6696040,6697184,6700526,6691569,6685385,6686243,6680030,6682102,6664259,6664574,6664573,6664265,6664270,6664326,6664320,6664292,6664576,6664567,6650415,6643315,6637176,6631180,6630612,6629942,6629655,6617612,6603648,6595978,6574680,6569083,6567422,6553932,6550259,6550519,6524399,6513442,6494498,6491284,6459717,6427281,6424962,6375774,6417614,6419529,6398208,6386393,6386768,6379702,6378352,6379903,6376536,6359111,6354613,6343054,6341411,6320742,6301182,6296063,6296066,6270756,6269471,6263815,6263819,6261020,6258444,6257275,6228986,6215740,6215727,6201212,6200718,6201213,6197123,6197619,6189939,6184849,6185343,6164436,6151526,6147465,6139100,6123523,6119642,6118734,6114927,6079428,6056772,6045021,6045151,5976161,5967535,5961968,5928677,5928699,5936565,5778042,5741430,5739270,5509197,5174204,4813878,1507419,576280,7880273,7878182,7866710,7858181,7849607,7791813,7777933,7776559,7695005,7577597,7560860,7555089,7545111,7519367,7515595,7509362,7507337,7468880,7453770,7449653,7444021,7373856,7339250,7250200,7155783,7152194,7133056,7062780,7036461,7021006,7016003,7010193,6998248,6926414,6918779,6900664,6893957,6840034,6808551,6757875,6707153,6664651,6653264,6648898,6643813,6575231,6554165,6530283,6353470,6295472,6223663,6141704,6107961,5966623,5928657,5743366,5731570,5631785",4/22/17 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Cloud Automation: Precomputing Roadmaps for Flexible Manipulation,K. Bekris; R. Shome; A. Krontiris; A. Dobson,"Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, New Jersey 08854 USA",IEEE Robotics & Automation Magazine,20150616,2015,22,2,41,50,"The goal of this article is to highlight the benefits of cloud automation for industrial adopters and some of the research challenges that must be addressed in this process. The focus is on the use of cloud computing for efficiently planning the motion of new robot manipulators designed for flexible manufacturing floors. In particular, different ways that a robot can interact with a computing cloud are considered, where an architecture that splits computation between the remote cloud and the robot appears advantageous. Given this synergistic robot-cloud architecture, this article describes how solutions from the recent literature can be employed on the cloud during a periodically updated preprocessing phase to efficiently answer manipulation queries on the robot given changes in the workspace. In this setup, interesting tradeoffs arise between path quality and computational efficiency, which are evaluated through simulation. These tradeoffs motivate further research on how motion planning should be executed given access to a computing cloud.",1070-9932;10709932,,10.1109/MRA.2015.2401291,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7124626,,Automation;Cloud computing;Flexible electronics;Robot kinematics;Robot sensing systems,cloud computing;flexible manipulators;flexible manufacturing systems;industrial manipulators;path planning,cloud automation;cloud computing;computational efficiency;flexible manipulation;flexible manufacturing floor;industrial adopters;path quality;remote cloud;robot manipulator motion planning;synergistic robot-cloud architecture,,4,,25,,,Jun-15,,IEEE,IEEE Journals & Magazines
Android-based intelligent mobile robot for indoor healthcare,Y. Ma; D. Xiao; R. Li; Ruan Hang; Shan Zhao; Junlong Zhao; Y. Zhang,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China","2015 17th International Conference on E-health Networking, Application & Services (HealthCom)",20160419,2015,,,472,474,"The intelligent mobile robot platform based on Android features multiple wireless communication functions, which, via Internet and WLAN, may control the movement of the robot. The platform integrates cloud speech recognition and offline speech recognition technologies to control the movement of the robot and have simple man-machine conversation. In addition, with a camera, this platform may realize the remote real-time transmission of video. Since the platform is characterized with sound hardware compatibility and expansibility, we may conduct the research of the robot and rapidly develop an intelligent mobile robot which applies to a specific application scenario on the platform.",,Electronic:978-1-4673-8325-7; POD:978-1-4673-8326-4,10.1109/HealthCom.2015.7454548,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7454548,,Cloud computing;Mobile robots;Robot sensing systems;Smart phones;Speech recognition;Wireless communication,Android (operating system);Internet;health care;human-robot interaction;intelligent robots;medical robotics;mobile robots;speech recognition;wireless LAN,Android-based intelligent mobile robot;Internet;WLAN;camera;cloud speech recognition;indoor healthcare;intelligent mobile robot;multiple wireless communication;offline speech recognition technologies;remote real-time transmission;robot movement;simple man-machine conversation;sound hardware compatibility;sound hardware expansibility;video,,,,23,,,14-17 Oct. 2015,,IEEE,IEEE Conference Publications
A Software Product Line Approach for Configuring Cloud Robotics Applications,L. Gherardi; D. Hunziker; G. Mohanarajah,"Inst. for Dynamic Syst. & Control, ETH Zurich, Zurich, Switzerland",2014 IEEE 7th International Conference on Cloud Computing,20141204,2014,,,745,752,"The computational requirements of the increasingly sophisticated algorithms used in today's robotics software applications have outpaced the onboard processors of the average robot. Furthermore, the development and configuration of these applications are difficult tasks that require expertise in diverse domains, including software engineering, control engineering, and computer vision. As a solution to these problems, this paper extends and integrates our previous works, which are based on two promising techniques: Cloud Robotics and Software Product Lines. Cloud Robotics provides a powerful and scalable environment to offload the computationally expensive algorithms resulting in low-cost processors and light-weight robots. Software Product Lines allow the end user to deploy and configure complex robotics applications without dealing with low-level problems such as configuring algorithms and designing architectures. This paper discusses the proposed method in depth, and demonstrates its advantages with a case study.",2159-6182;21596182,Electronic:978-1-4799-5063-8; POD:978-1-4799-5064-5,10.1109/CLOUD.2014.104,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6973810,Cloud Computing;Robotics;Software Product Lines,Cloud computing;Computational modeling;Computer architecture;Containers;Robots;Software as a service,cloud computing;control engineering;intelligent robots;robot vision;software product lines,cloud computing;cloud robotics;computer vision;control engineering;light-weight robots;onboard processors;robotic software applications;software engineering;software product line approach;sophisticated algorithms,,1,,33,,,June 27 2014-July 2 2014,,IEEE,IEEE Conference Publications
[Title page],,,2012 IEEE 16th International Conference on Intelligent Engineering Systems (INES),20120730,2012,,,1,1,"The following topics are dealt with: software agents; parallel data mining; fuzzy decision making in space application; knowledge representation in intelligent human-robot cooperation; comparison of EKF, UKF, FastSLAM2.0, and UKF-based FastSLAM algorithms; mobile robot; classification algorithms for gender recognition from face images; test calculation for logic and short-circuit faults in digital circuits; neural network-based identification of hand movements using biomedical signals; distributed intrusion detection system using self organizing map; field programmable gate array implementation of conic section function neural network: controlling a power converter as a photovoltaic power source and compensator in smart-grids; shot segmentation algorithm for online video event detection; event-driven software modeling of combinational logic network-based control programs; engineering higher education; cloud computing as a platform for distributed fuzzy FCA approach in data analysis; interactive and intelligent business support; intelligent cardiac remote monitoring system; and intelligent pattern classification approach to power quality events.",1543-9259;15439259,Electronic:978-1-4673-2695-7; POD:978-1-4673-2694-0; USB:978-1-4673-2693-3,10.1109/INES.2012.6249904,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6249904,,,Kalman filters;SLAM (robots);business data processing;cloud computing;data mining;face recognition;field programmable gate arrays;human-robot interaction;image segmentation;knowledge representation;medical signal processing;mobile radio;power convertors;power grids;power supply quality;security of data;self-organising feature maps;software agents;video signal processing,EKF;UKF-based FastSLAM algorithm;biomedical signal;cloud computing;combinational logic network;data analysis;digital circuit;distributed fuzzy FCA approach;distributed intrusion detection system;engineering higher education;event-driven software modeling;face image;field programmable gate array;fuzzy decision making;intelligent business support;intelligent cardiac remote monitoring system;intelligent human-robot cooperation;intelligent pattern classification;interactive business support;knowledge representation;mobile robot;neural network;online video event detection;parallel data mining;photovoltaic power source;power converter;power quality events;self organizing map;shot segmentation algorithm;smart-grid;software agent;space application,,0,,,,,13-15 June 2012,,IEEE,IEEE Conference Publications
Experimenting Industrial Internet with a mobile robot: Expanding human cognitive functions,M. HeikkilÃ_; S. PieskÃ_; S. de Jong; C. Elsinga,"Centria University of Applied Sciences Ylivieska, Finland",2015 6th IEEE International Conference on Cognitive Infocommunications (CogInfoCom),20160128,2015,,,51,56,Industrial Internet can be viewed as a big opportunity for industry. A large variety of Industrial Internet solutions will change the role of humans in industrial processes. This paper presents our practical experiences using Industrial Internet with a mobile robot. Several sensors embedded in the robot enabled its use for fire detection. The robot was able to analyze data collected from sensors or send the data to cloud computing systems for analysis. Our experiments showed that mobile robots can be utilized in condition-based monitoring and maintenance. The mobile robot can be part of the remote monitoring system when sensor information requires enrichment with visual abilities. Our study also examined the impact of the Industrial Internet on human activities in an industrial use case. The study showed potential opportunities and how it will challenge the employees.,,Electronic:978-1-4673-8129-1; POD:978-1-4673-8130-7; USB:978-1-4673-8128-4,10.1109/CogInfoCom.2015.7390563,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7390563,Industrial Internet;Internet of Things;inter-cognitive communication;mobile robot;wireless sensor networks,Internet;Mobile communication;Mobile robots;Robot kinematics;Sensors;Service robots,Internet;Internet of Things;cloud computing;mobile robots,Internet of Things;cloud computing systems;condition-based maintenance;condition-based monitoring;human cognitive functions;industrial Internet;industrial process;mobile robot;remote monitoring system;sensors,,1,,41,,,19-21 Oct. 2015,,IEEE,IEEE Conference Publications
Robot control as a service â€” Towards cloud-based motion planning and control for industrial robots,A. Vick; V. VonÃ¡sek; R. PÄ›niÄçka; J. KrÃ_ger,"Department of Industrial Automation Technology, Institute for Machine Tools and Factory Management, Technische Universit&#x00E4;t Berlin, Pascalstr. 8-9, 10587, Germany",2015 10th International Workshop on Robot Motion and Control (RoMoCo),20150827,2015,,,33,39,"This paper introduces a new concept for flexible motion planning and control of industrial robots. Instead of a closed monolithic architecture, an open service-based framework is proposed. The services can be run hardware-independent on a decentralized IT infrastructure (Cloud) allowing a fast reconfiguration of control modules and their multiple usage in different tasks. The services can be run on a dedicated PC or on individual virtual machines inside a single computing cluster. The proposed service-based framework was implemented and tested for the motion planning of a robotic manipulator. Effects on control performance, availability and scalability are investigated and documented.",,Electronic:978-1-4799-7043-8; POD:978-1-4799-7044-5,10.1109/RoMoCo.2015.7219710,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7219710,,Collision avoidance;Interpolation;Planning;Robot kinematics;Robot sensing systems;Service robots,cloud computing;industrial manipulators;motion control;path planning;virtual machines,PC;RobotControl;cloud-based flexible motion planning;cloud-based flexibleflexible motion control;computing cluster;control modules reconfiguration;decentralized IT infrastructure;hardware-independent services;industrial robots;open service-based framework;robotic manipulator;service-based framework;virtual machines,,2,,24,,,6-8 July 2015,,IEEE,IEEE Conference Publications
Broker architecture for collaborative UAVs cloud computing,S. Mahmoud; N. Mohamed,"The College of Information Technology, UAEU, Al Ain, UAE",2015 International Conference on Collaboration Technologies and Systems (CTS),20150820,2015,,,212,219,"Unmanned Aerial Vehicles (UAVs) are used, in addition to the military, in various civilian applications. Some UAV applications may involve multiple UAVs working and collaborating together to achieve a common goal. Developing such applications is time and effort consuming due to the heterogeneity of UAVs and the complexity of the operations involved. These UAVs are usually monitored and controlled using peer-to-peer radio frequency communications. This requires either direct links between the UAVs and the ground station, or through multiple hops between them. This approach suffers from many limitations and it forces the user(s) to be at the mission location. In addition, it restricts the mission's area within the range of UAV communication. Overcome this issue, we propose a platform architecture that integrates the UAVs with the cloud computing paradigm, so that UAVs become as servers and part of the cloud. We modeled the UAVs in a Resources-Oriented Architecture (ROA); they provide their resources and services through the uniform interface RESTful HTTP. For distributed UAVs, we propose a broker architecture to separate the requester side from the provider side. The main purpose of this broker is to assign the requested tasks to the suitable available UAVs. The separation of responsibilities facilitates easier development of UAV applications on top of the platform.",,CD-ROM:978-1-4673-7646-4; Electronic:978-1-4673-7648-8; POD:978-1-4673-7649-5,10.1109/CTS.2015.7210423,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7210423,RESTful;ROA;UAVs;broker;cloud computing,Cloud computing;Collaboration;Computer architecture;Monitoring;Sensors,autonomous aerial vehicles;cloud computing;control engineering computing;hypermedia;mobile robots;telerobotics;transport protocols,RESTful HTTP;ROA;broker architecture;collaborative UAVs cloud computing;resource-oriented architecture;unmanned aerial vehicles,,1,,28,,,1-5 June 2015,,IEEE,IEEE Conference Publications
Reputation Based Security Model for Android Applications,W. B. Tesfay; T. Booth; K. Andersson,"Pervasive & Mobile Comput. Lab., Lulea Univ. of Technol., Skelleftea, Sweden","2012 IEEE 11th International Conference on Trust, Security and Privacy in Computing and Communications",20120906,2012,,,896,901,"The market for smart phones has been booming in the past few years. There are now over 400,000 applications on the Android market. Over 10 billion Android applications have been downloaded from the Android market. Due to the Android popularity, there are now a large number of malicious vendors targeting the platform. Many honest end users are being successfully hacked on a regular basis. In this work, a cloud based reputation security model has been proposed as a solution which greatly mitigates the malicious attacks targeting the Android market. Our security solution takes advantage of the fact that each application in the android platform is assigned a unique user id (UID). Our solution stores the reputation of Android applications in an anti-malware providers' cloud (AM Cloud). The experimental results witness that the proposed model could well identify the reputation index of a given application and hence its potential of being risky or not.",2324-898X;2324898X,Electronic:978-0-7695-4745-9; POD:978-1-4673-2172-3,10.1109/TrustCom.2012.236,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6296066,Android OS;Inter Process Communication;Reputation based security;Smartphones,Androids;Humanoid robots;Indexes;Malware;Mobile communication;Smart phones,authorisation;cloud computing;computer crime;operating systems (computers);risk analysis;smart phones,AM cloud;Android applications;Android market;Android popularity;UID;antimalware providers cloud;cloud-based reputation security model;malicious attacks;malicious vendors;reputation index;smart phones;unique user ID,,5,,21,,,25-27 June 2012,,IEEE,IEEE Conference Publications
[Copyright notice],,,2012 7th International Conference on Computer Science & Education (ICCSE),20120906,2012,,,1,1,The following topics are dealt with: artificial intelligence; cloud computing; computer graphics; Internet of things; recommendation system; robotics technology; software engineering; courseware design; engineering education; engineering training; education reform.,,Electronic:978-1-4673-0242-5; POD:978-1-4673-0241-8,10.1109/ICCSE.2012.6295472,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6295472,,,Internet;artificial intelligence;cloud computing;computer graphics;courseware;engineering education;recommender systems;robots;software engineering,Internet of things;artificial intelligence;cloud computing;computer graphics;courseware design;education reform;engineering education;engineering training;recommendation system;robotics technology;software engineering,,0,,,,,14-17 July 2012,,IEEE,IEEE Conference Publications
A Power Saving Mechanism for Multimedia Streaming Services in Cloud Computing,Y. W. Ma; J. L. Chen; C. H. Chou; S. K. Lu,"Dept. of Electr. Eng., Nat. Taiwan Univ. of Sci. & Technol., Taipei, Taiwan",IEEE Systems Journal,20140214,2014,8,1,219,224,"This paper proposes a power saving mechanism for embedded system and multimedia streaming service design based on digital signal processor. It simultaneously achieves two main functions: a high-quality multimedia service in cloud computing, and a power saving control mechanism for extending the lifetime of hand-held devices used on multimedia streaming server applications. This paper enables dynamic voltage and frequency scaling power control mechanisms to enable frequency and voltage adjustment according to the system state of a device. The proposed mechanism increases the frame rate of multimedia services to 16.66%/s and mitigates power consumption by 1.5%.",1932-8184;19328184,,10.1109/JSYST.2013.2257592,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6645373,Android;DSP;DVFS;power management,Androids;Digital signal processing;Hardware;Humanoid robots;Multimedia communication;Streaming media,Android (operating system);cloud computing;digital signal processing chips;media streaming;power aware computing;power consumption;telecommunication power management,cloud computing;digital signal processor;dynamic voltage;embedded system;frequency adjustment;frequency scaling power control mechanisms;hand-held devices lifetime;high-quality multimedia service;multimedia streaming server;multimedia streaming service design;multimedia streaming services;power consumption;power saving control mechanism;power saving mechanism;system state;voltage adjustment,,5,,9,,20131023,Mar-14,,IEEE,IEEE Journals & Magazines
"Smart autism â€” A mobile, interactive and integrated framework for screening and confirmation of autism",K. A. A. Mamun; S. Bardhan; M. A. Ullah; E. Anagnostou; J. Brian; S. Akhter; M. G. Rabbani,"Department of CSE, United International University (UIU), Dhaka, Bangladesh",2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),20161018,2016,,,5989,5992,"Smart Autism is a cloud based, automated framework for autism screening and confirmation. In developing countries, due to lack of resources and expertise, autism is detected later than early ages which consequently delays timely intervention. Therefore a mobile, interactive and integrated framework is proposed to screen and confirm autism in different age group (0 to 17 years) with 3 layers of assessment process. Firstly, it screens by evaluating the responses of pictorial based screening questionnaire through mobile application. If autism is suspected, then in virtual assessment process, the child watches a video, its reaction is recorded and uploaded to the cloud for remote expert assessment. If autism is still suspected, then the child is referred to the nearest Autism Resource Center (ARC) for actual assessment. Analyzing these results, the integrated framework confirms autism automatically and reduce user's ARC visit. It is expected that the proposed framework will bring changes in autism diagnosis process and create awareness.",1557-170X;1557170X,Electronic:978-1-4577-0220-4; POD:978-1-4577-0219-8,10.1109/EMBC.2016.7592093,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7592093,,Autism;Cloud computing;Delays;Mobile communication;Pediatrics;Robots;Smart devices,diagnostic expert systems;interactive systems;medical disorders,Autism Resource Center;autism confirmation;autism screening;integrated framework;interactive framework;mobile;pictorial based screening questionnaire;remote expert assessment;smart autism,,,,,,,16-20 Aug. 2016,,IEEE,IEEE Conference Publications
"Cloud computing and its effects on healthcare, robotics, and piracy",F. Abidi,"Faculty of Engineering and Technology, Jamia Millia Islamia University, New Delhi, India",2011 World Congress on Sustainable Technologies (WCST),20111229,2011,,,135,140,"Cloud computing, in spite of a few issues associated with it, is being proposed as the panacea of many IT challenges. The various delivery models of it provide a unique way of sharing resources which was never the case before. The adoption of the various delivery models will in turn help in reducing piracy levels. The health industry which, at present, is plagued by issues like high cost etc is bound to benefit the most. The robotics industry as well can make use of cloud computing in making the robots cheaper, faster, and lighter.",,Electronic:978-0-9564263-4-5; POD:978-1-4577-1311-8,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114210,,Computers;Irrigation;Robots,cloud computing;computer crime;health care;resource allocation;robots,cloud computing;health industry;healthcare;piracy;resource sharing;robotics industry,,1,,11,,,7-10 Nov. 2011,,IEEE,IEEE Conference Publications
Analysis of category estimation for cloud based chat robot,E. Sato-Shimokawara; Y. Shinoda; T. Takatani; H. Lee; K. Wada; T. Yamaguchi,"Faculty of System Design, Tokyo Metropolitan University, Japan",2016 25th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),20161117,2016,,,308,311,"We have been developing and researching chat robot for elderly people. This paper proposed category estimation for voice based chat robot system. Proposed method estimates a category of the user's utterance sentence. Category or topic estimation have been studied by many researchers, however voice base chat system needs a quick response. Therefore our system is simple method just using keyword match and previous dialogue history. This paper analyzed the validity of category estimation compares with manual annotation. Category estimation is a difficult task even if human, then each sentence were categorized by three annotator to 18 categories. In this research, we collected 13727 dialogue sentences from an experiment with ten elderly participants. As the result, 12783 sentences can be categorized (2 or 3 annotator categorized for the same category). We compare the categorized sentences and robot's estimated category. The robot categorized as same as human around 50%. This coincident ratio is depending on the category. â€œSocietyâ€ù category is difficult to categorize, but â€œgo-outâ€ù and â€œmusicâ€ù can be categorized as around 60% ratio. In the future works, we have to analyze the similarity around 18 categories and how to control the number of categories.",,Electronic:978-1-5090-3929-6; POD:978-1-5090-3930-2,10.1109/ROMAN.2016.7745147,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7745147,,Databases;Estimation;History;Manuals;Robots;Senior citizens;Speech recognition,assisted living;cloud computing;control engineering computing;human-robot interaction;interactive systems,category estimation;cloud based chat robot;coincident ratio;dialogue history;elderly people;keyword match;manual annotation;society category;utterance sentence;voice base chat system;voice based chat robot system,,,,,,,26-31 Aug. 2016,,IEEE,IEEE Conference Publications
Vulnerability Detection of Android System in Fuzzing Cloud,J. Wu; Y. Wu; M. Yang; Z. Wu; Y. Wang,"Inst. of Software, Beijing, China",2013 IEEE Sixth International Conference on Cloud Computing,20140217,2013,,,954,955,"The rapid growth of Android system has encountered enormous security challenges. The vulnerabilities caused by the limited security models, coarse permission system and code flaws lead to private information leakage, deny of service, potential costs, etc. To detect these vulnerabilities, some analysis and security testing methods have been presented. However, most of these methods focus on certain aspects, for example, applications, permission, or capability leakage. In this paper, we propose a new detection paradigm named Fuzzing Cloud to detect vulnerabilities in Android system. Firstly, the architecture of fuzzing cloud is introduced, and the fuzzing nodes are investigated. Then, each layer of the Android system is decomposed into separated modules, and the fuzzing test cases are created with the endless capacity of processing power and storage in fuzzing cloud. Finally, the prototype of fuzzing cloud has been implemented, and some separated modules have been tested. The experiment results show that some vulnerabilities can be detected by the fuzzing cloud. It is also believed that after small extension, fuzzing cloud can detect vulnerabilities in other systems.",2159-6182;21596182,Electronic:978-0-7695-5028-2; POD:978-1-4799-0490-7,10.1109/CLOUD.2013.143,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6740256,Android;Cloud Computing;Fuzzing;Security Detection;Vulnerability Detection,Androids;Cloud computing;Computer crashes;Humanoid robots;Kernel;Security,Android (operating system);cloud computing;program testing;security of data,Android system;coarse permission system;code flaws;deny of service;fuzzing cloud;fuzzing test cases;limited security models;potential costs;private information leakage;security testing method;vulnerability detection,,1,,4,,,June 28 2013-July 3 2013,,IEEE,IEEE Conference Publications
Multi agent 3D printer and robot system for mass personalization faas platform,H. Han; H. Bae; H. Kang; J. Son; H. Kim,"Hyper-connected Communication Basic Technology Research Group, Electronics and Telecommunications Research Institute, Daejeon",2016 International Conference on Information and Communication Technology Convergence (ICTC),20161205,2016,,,1129,1131,"Factory as a Service is a mass personalization service platform. The system consists of three platforms; portal cloud system, manufacturing execution platform and manufacturing operation platform including IoT based manufacturing instruments called micro smart factory. The smart factory include almost all the manufacturing process instruments; manufacturing instrument such as 3D printer, post-processing instruments, inspection instrument, transfer instrument, and packing instruments. The smart factory works in multi agent system based on IoT middleware. Each instrument transfers fundamental information of product part and operation command. This system has continued to be evolved to be autonomous control Micro Smart Factory including intelligent instruments.",,Electronic:978-1-5090-1325-8; POD:978-1-5090-1326-5; USB:978-1-5090-1324-1,10.1109/ICTC.2016.7763386,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7763386,3D Printer;Machine Interaction;Micro Smart Factory;Multi agent;Robot,Instruments;Manufacturing;Printers;Production facilities;Robots;Servers;Three-dimensional displays,Internet of Things;cloud computing;factory automation;intelligent manufacturing systems;intelligent robots;mass production;multi-agent systems;portals;three-dimensional printing,IoT based manufacturing instruments;IoT middleware;autonomous control microsmart factory;factory as a service;inspection instrument;intelligent instruments;manufacturing execution platform;manufacturing operation platform;manufacturing process instruments;mass personalization FaaS platform;mass personalization service platform;multiagent 3D printer;packing instruments;portal cloud system;robot system;transfer instrument,,,,,,,19-21 Oct. 2016,,IEEE,IEEE Conference Publications
Collaborative UAVs Cloud,S. Mahmoud; N. Mohamed,"Coll. of Inf. Technol., UAEU, Al Ain, United Arab Emirates",2014 International Conference on Unmanned Aircraft Systems (ICUAS),20140626,2014,,,365,373,"Most collaborative UAVs applications are built using traditional technologies that need the dedication of huge development efforts, time, and budget. In this paper, we introduce a new concept, Collaborative UAVs Cloud, to simplify the efforts and reduce the time and cost needed to develop collaborative UAVs applications. This concept utilizes the recent technology of mobile cloud computing for presenting a set of resources in multiple UAVs as a set of mobile cloud services. The cloud services in addition to ground cloud computing services can be used together to enable the development and operations of collaborative UAVs. In the proposed cloud, special collaboration methods are offered as services to reduce the time and cost of development hence they become plug and play components to be used when needed. This proposed cloud offers different opportunities in UAVs applications development and deployment; however, some technical challenges are present and need to be addressed before the actual benefits can be realized at a cost-effective price. Some of these challenges include the UAVs' energy levels, high mobility, and current locations. This paper proposes a framework for Collaborative UAVs Cloud and presents its opportunities and challenges.",,Electronic:978-1-4799-2376-2; POD:978-1-4799-2377-9,10.1109/ICUAS.2014.6842275,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6842275,Cloud Computing;Collaborative UAVs;Mobile Cloud;Service-Oriented Architecture (SOA);UAVs,Cameras;Cloud computing;Collaboration;Computational modeling;Mobile communication;Monitoring;Sensors,autonomous aerial vehicles;cloud computing;control engineering computing;multi-robot systems,collaborative UAVs cloud;mobile cloud computing;mobile cloud services;unmanned aerial vehicles,,4,1,17,,,27-30 May 2014,,IEEE,IEEE Conference Publications
